relative_size,aspect_ratio,motion_signature,distance,sensor_confidence_raw,reflectivity_signal,traffic_light_state,turn_maneuver,waymo_schema_aligned,object_type
1.5659832936912401,0.6948829374702403,17.836122778988397,79.47670298956727,0.7066009779998114,0.7391757183762757,YELLOW,LEFT,1,vehicle
0.675067839106469,1.2478458383745643,7.972271003726067,67.32791883833971,0.6986229184267999,0.3213877569857021,GREEN,STRAIGHT,1,motorcycle
1.7952829784714701,1.0307450053576193,2.061366221262411,89.33819256129154,0.4945177100954048,0.6322680743416628,GREEN,LEFT,1,cow
0.9916080268122948,0.8179070295562496,0.11929513484474807,5.547987341585516,0.880697298810264,0.47873783377888873,RED,STRAIGHT,1,static_obstacle
1.379857342309935,1.5121231732013471,9.390745836067014,31.326358196366762,0.8175034427134908,0.7894895391451198,GREEN,LEFT,1,vehicle
0.6805951416833788,1.8088491040264791,18.182711788290845,83.02401215166952,0.5822824831935925,0.633233606316057,RED,LEFT,1,vehicle
0.20564626930911095,0.5506518571676259,1.0551762671698075,41.130106782187426,0.7396170170454003,0.4773477599889401,RED,LEFT,1,pedestrian
0.756569645578148,1.4477616416555428,3.6723192531559565,47.02711999672496,0.6837495596423007,0.5244270870829686,GREEN,STRAIGHT,1,auto_rickshaw
0.8586721143117555,0.9307904171594716,0.0,55.816614589753684,0.6405463768370189,0.5281369478712222,GREEN,STRAIGHT,1,static_obstacle
0.9007350729976713,1.5066956686059352,0.978859961841441,62.09057657400839,0.7562354610001736,0.3432093409472976,GREEN,LEFT,1,cow
0.2469402300195868,0.25648266400546216,1.8792735861743113,38.404545330716765,0.7843125123411393,0.5699112804198156,GREEN,STRAIGHT,1,pedestrian
0.05,0.1,10.11050178913518,65.01799944958296,0.6631060671964844,0.20608315107484404,GREEN,STRAIGHT,1,motorcycle
1.0182829144100378,0.7428114678930374,6.2040459819761,58.561850741511336,0.7937170992512311,0.45910678604801325,GREEN,STRAIGHT,1,auto_rickshaw
0.9838526127755863,2.1883824899433346,18.674323467553236,31.397774970250822,0.6751663576919172,0.7435755868188212,GREEN,STRAIGHT,1,vehicle
1.2616566585789604,1.5169328470572383,11.178355547570124,25.54118271443292,0.7362032499885647,0.7827045500243743,GREEN,LEFT,1,vehicle
1.7936065703917086,1.0056287066558764,14.424057471180474,75.31896701725745,0.731866836260009,0.7256852056690792,GREEN,STRAIGHT,1,vehicle
1.155365674767931,2.4186865683779146,8.66671142041821,85.11270236564131,0.4895880531484948,0.6767808183224684,GREEN,RIGHT,1,vehicle
0.1251646189866138,0.6288056233954121,8.18732090320124,46.36983833623951,0.6275666283715499,0.5404447096533724,GREEN,STRAIGHT,1,cyclist
1.2081854077268368,1.256638452447392,12.439709962687552,58.42048418409074,0.7930943505684722,0.9224062479260758,GREEN,LEFT,1,vehicle
1.3423808663242263,2.2570743360164203,9.870872169213163,74.44642198807469,0.5559193398204294,0.6426880169216183,RED,LEFT,1,vehicle
0.6706836153698341,1.0029249678576149,0.0,13.585934958188957,0.7218338714319205,0.4125020834020271,RED,EXIT,1,static_obstacle
0.9060037362901032,0.1,0.0,90.58357350522935,0.5546053422350757,0.06620575331732009,GREEN,STRAIGHT,1,pedestrian
1.4536842259814153,1.9634453665750045,15.976309243319799,20.76995948952446,0.8701139636728911,0.9542483038386488,GREEN,RIGHT,1,vehicle
1.383495486840887,1.3799756067081157,10.372349217217227,90.1810861835365,0.5527107957208252,0.6830146737011009,GREEN,STRAIGHT,1,vehicle
1.0007905377956643,1.1391078392840408,7.292629952949379,89.6706068452797,0.5563932944758996,0.4629242928596009,RED,STRAIGHT,1,cyclist
0.7255744673482141,0.5040315304449293,6.1946271677437625,30.42251837330033,0.6823628062981781,0.4361614961628246,GREEN,LEFT,1,auto_rickshaw
1.6760633361709845,1.4706987154207325,4.923943308006191,92.01609498193568,0.6749889862997748,0.7739321329683934,GREEN,STRAIGHT,1,vehicle
1.3340043648987805,1.0113909463287003,9.039626067468017,86.17461770742351,0.46325714179052246,0.4844987871126128,GREEN,STRAIGHT,1,cyclist
0.8381533811953167,0.9914731106838116,0.0,59.13984913698417,0.7271239478436983,0.5899145077001166,GREEN,EXIT,1,static_obstacle
0.5185304658216866,0.1,0.0,67.51358845279569,0.6659456788440048,0.3587288353148851,GREEN,EXIT,1,pedestrian
0.7800899957429395,0.9614139677961321,0.5860205363872895,49.66328775941254,0.7386947713164033,0.4005297168306671,RED,STRAIGHT,1,static_obstacle
1.3359487773072818,2.759111764169388,12.732039145200705,92.03317477305316,0.5389860196531034,0.6042195177662426,RED,LEFT,1,vehicle
0.05,0.1,0.0,76.7013257472235,0.6969486719207729,0.09508781420998796,GREEN,LEFT,1,pedestrian
0.3587816476023463,0.40082814727599364,7.3034567086139095,41.40746470164827,0.7263193902403394,0.5435689710215926,RED,LEFT,1,motorcycle
0.17743250723831225,0.4212962789783147,7.538209876301561,94.13256037985347,0.6722556264702277,0.5152598127126683,GREEN,STRAIGHT,1,motorcycle
