relative_size,aspect_ratio,motion_signature,distance,sensor_confidence_raw,reflectivity_signal,object_type
1.5633259136736546,2.1036509689299923,15.159000558666023,40.42719682496979,0.6568920946383532,0.8706750385125072,vehicle
0.2235209512608268,0.6203011688349501,11.795798693172742,53.1812991255491,0.6216879879518356,0.601933678850813,motorcycle
0.7801870615985461,1.4829231213708742,0.05503095089314062,28.857315590471533,0.9243577589201022,0.6455928672789084,cow
0.6231972210375591,1.175913077351329,0.0,85.85197476508988,0.4335259257224654,0.2696858845876239,static_obstacle
1.205329075715106,2.3959933596420977,14.387563832446757,17.273329472080924,0.8632634760907547,0.9271773864914763,vehicle
0.9852875404309944,1.7020358025503126,14.828902676348804,17.316064992772112,0.9185923026066174,0.9835037923398131,vehicle
0.16238997270518035,0.24732761985599722,2.25780783720563,35.35402064488037,0.794514162304187,0.27574977097690434,pedestrian
0.9927085010282888,0.925925701428225,5.704390568493429,39.01946347635378,0.758014471656006,0.4802955942594667,auto_rickshaw
0.4240535792214523,1.7992716173046996,0.8738731135035414,40.39353365892937,0.7406799805856099,0.4688972422547144,static_obstacle
0.05,1.7611033083635963,2.0119272414330664,94.39386767867718,0.5408904284708888,0.346661072033706,cow
0.170853843687075,0.2456125248731993,1.427259742986728,28.86876832971462,0.6525783948340002,0.3685827556402468,pedestrian
0.15786793517580266,0.711377118222264,13.045442884800206,86.56101674916248,0.6210743077345902,0.5695372645341216,motorcycle
1.1107431977644981,1.8537033931699445,2.3663729939714258,84.1853973147321,0.553716874159874,0.4153065625474451,auto_rickshaw
1.5080442666979679,1.8111364709293574,12.246531157065156,25.32105969355662,0.7866710582814167,0.99,vehicle
1.4019365582270877,2.000516129159288,15.648383052002695,55.88743457772842,0.7295799211303504,0.8440902223459242,vehicle
1.310217984082061,2.3343165882466277,7.4531851950521935,29.801009867826064,0.803820376906261,0.731462980605798,vehicle
2.0617703830023957,2.1348524183673505,10.3273284541907,93.46521915992308,0.5804111166461549,0.6542541259813789,vehicle
0.4485596032437962,0.21072059896612882,4.808733857218366,59.7390239089802,0.5518154294029329,0.3123642422052955,cyclist
1.4950874200429558,2.0103708369739057,13.261843831070147,10.165265931944619,0.7764515099416597,0.8514892300674384,vehicle
