relative_size,aspect_ratio,motion_signature,distance,sensor_confidence_raw,reflectivity_signal,object_type
1.7638787188475535,2.4389753285589366,12.35492871101223,63.88756893806504,0.7753714101250635,0.7681642389560168,vehicle
0.20142533127232704,2.368281774958766,11.982594276948277,91.3850943258989,0.1722954413318415,0.4011280537819602,unknown
0.05,1.4875618440910912,5.390215675304553,56.92299247396791,0.6099605292814441,0.6058634676779598,cyclist
1.1104843351360636,2.5022296967197653,16.80994726941015,53.9504326843377,0.6325596411196537,0.892326061893176,vehicle
0.09229108328893595,0.1,2.6197907961799682,45.79697647818885,0.6444195496830386,0.3888640106173865,pedestrian
0.4730134919261276,0.36895017502523164,2.248982717414893,50.888665067576255,0.7124524808112526,0.35642300530770915,pedestrian
0.05,0.24212979609576113,1.5280671391466538,43.55085149914645,0.7563430405601366,0.2923690375965678,pedestrian
1.1452155753564426,1.06799519950268,2.53884162754169,54.30837295734978,0.6961131558365246,0.3202344055488064,static_obstacle
0.5400142345761523,0.6707302086208781,5.550680073432091,27.00567476099827,0.8017893779907146,0.4816572177620212,cyclist
0.516736749881287,0.5756094351637405,5.2757577497503245,81.28083166506453,0.6139282339714586,0.43228539285122686,cyclist
1.2484235627255933,0.1,1.2793925530517851,77.18563033797227,0.6095198722163906,0.4736547623539482,pedestrian
0.3538424044545655,0.5876779299387269,2.6346641630934524,29.527805213618613,0.44183847432878687,0.5512825891939723,unknown
0.79830683290823,0.5245228953812444,0.0,65.31669206700867,0.5690083030224217,0.19483666049874415,static_obstacle
0.22169926826629643,0.6257322318838613,0.6740468492595554,17.42248480441071,0.6901067746644977,0.3920856493474124,pedestrian
0.6428363392740485,0.6022181496881306,1.1818179759826575,35.94402421328772,0.802025973065361,0.44175750900590915,pedestrian
0.20443058857009125,0.33426866590749893,1.416255467774076,8.419805357426794,0.9402984444597081,0.34519793961746303,pedestrian
0.667665580142684,2.7910064103439103,20.89893576894801,68.25657410564293,0.6188149731474939,0.5761628406067989,vehicle
1.6280395425652383,1.9646184329114718,6.4386912863553905,77.51163099892031,0.6987680583499892,0.8341645014591869,vehicle
1.318599120754511,1.3592306090492419,14.71912264698222,36.66442073781303,0.9595459307329374,0.8169400434542149,vehicle
1.083710435464528,1.8686780856001028,17.910431450298393,14.141708981184323,0.783416419615715,0.9091227908507357,vehicle
0.6953693648462669,1.0405406499455676,5.975651547434673,60.34407601254327,0.7470853666559693,0.6311540510401314,cyclist
1.3009289328158582,0.36298161000767953,2.325935189966351,76.77400799417154,0.662263363599224,0.26915487005055144,pedestrian
0.4043796996172183,2.0710825977596814,17.797694537326276,74.91482325034598,0.5531305477239379,0.5900522336181507,vehicle
0.48289522937642415,2.079063785668433,8.696227751909001,71.67284282594697,0.7871129236707207,0.6790936782043457,vehicle
1.0099039752820742,1.920585702336651,12.356816937004014,73.76113630991486,0.673520018520752,0.722297878040545,vehicle
0.5483848374613075,1.6052568425027336,0.0,49.196115468822065,0.7180445827258973,0.5462781301432702,static_obstacle
0.6959547528490291,0.1,1.6242426965719587,50.4605046623607,0.6156501325879418,0.2659765572544706,pedestrian
